time_ms,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,accel_mag,gyro_mag,label
99541,-0.4405,0.8791,0.0139,0.70,0.56,-0.36,0.9833,0.97,0
99551,-0.4405,0.8794,0.0140,0.63,0.53,-0.04,0.9836,0.82,0
99561,-0.4401,0.8787,0.0150,0.59,0.53,0.12,0.9829,0.80,0
99571,-0.4396,0.8788,0.0148,0.64,0.54,0.16,0.9827,0.85,0
99581,-0.4384,0.8790,0.0146,0.67,0.58,-0.15,0.9824,0.90,0
99591,-0.4409,0.8797,0.0154,0.52,0.57,-0.42,0.9842,0.88,0
99601,-0.4412,0.8795,0.0132,0.75,0.56,-0.38,0.9840,1.01,0
99611,-0.4419,0.8807,0.0147,0.53,0.53,-0.15,0.9854,0.77,0
99621,-0.4416,0.8796,0.0138,0.76,0.53,0.25,0.9843,0.96,0
99631,-0.4408,0.8804,0.0143,0.60,0.51,0.15,0.9847,0.80,0
99641,-0.4400,0.8795,0.0150,0.53,0.52,-0.12,0.9836,0.75,0
99651,-0.4403,0.8800,0.0129,0.54,0.55,-0.46,0.9841,0.90,0
99661,-0.4402,0.8785,0.0157,0.32,0.53,-0.38,0.9827,0.72,0
99671,-0.4409,0.8787,0.0146,0.59,0.56,-0.07,0.9832,0.81,0
99681,-0.4400,0.8779,0.0146,0.51,0.56,0.29,0.9821,0.81,0
99691,-0.4409,0.8801,0.0147,0.67,0.55,0.60,0.9845,1.05,0
99701,-0.4388,0.8797,0.0155,0.71,0.57,0.66,0.9832,1.12,0
99711,-0.4384,0.8793,0.0142,0.66,0.56,0.24,0.9826,0.89,0
99721,-0.4395,0.8800,0.0144,0.59,0.54,-0.39,0.9838,0.89,0
99731,-0.4397,0.8804,0.0147,0.62,0.53,-0.67,0.9841,1.05,0
99741,-0.4392,0.8783,0.0147,0.60,0.54,-0.67,0.9821,1.04,0
99751,-0.4411,0.8784,0.0146,0.56,0.53,-0.74,0.9830,1.07,0
99761,-0.4413,0.8780,0.0142,0.59,0.53,-0.41,0.9828,0.89,0
99771,-0.4420,0.8796,0.0147,0.65,0.56,0.10,0.9845,0.86,0
99781,-0.4412,0.8797,0.0138,0.71,0.54,0.39,0.9842,0.98,0
