time_ms,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,accel_mag,gyro_mag,label
62,-0.9801,0.0066,-3.47,0.16,6.00,1.0015,6.94,0
3625101,-0.1823,-0.9853,0.0191,-3.44,1.08,3.85,1.0022,5.27,0
3625111,-0.1831,-1.0045,0.0124,-3.72,-0.10,4.27,1.0211,5.66,0
3625121,-0.1984,-1.0045,-0.0034,-4.72,-1.97,6.41,1.0239,8.20,0
3625131,-0.2048,-0.9960,-0.0034,-5.47,-3.06,6.46,1.0168,9.00,0
3625141,-0.2001,-0.9762,0.0085,-4.31,-2.53,4.17,0.9965,6.51,0
3625151,-0.1925,-0.9788,0.0157,-2.14,-0.60,0.31,0.9977,2.24,0
3625161,-0.1939,-1.0005,0.0024,0.72,1.46,-2.17,1.0191,2.71,0
3625171,-0.1981,-0.9946,0.0016,2.00,1.71,-3.19,1.0141,4.14,0
3625181,-0.1937,-0.9911,0.0079,1.97,1.08,-2.94,1.0099,3.70,0
3625191,-0.1834,-1.0018,0.0067,1.79,1.32,-2.93,1.0184,3.68,0
3625201,-0.1839,-1.0116,-0.0018,1.60,0.15,-2.98,1.0282,3.38,0
3625211,-0.1799,-1.0087,0.0026,1.56,-1.09,-3.01,1.0246,3.56,0
3625221,-0.1720,-0.9998,0.0148,2.72,-0.54,-3.96,1.0145,4.83,0
3625231,-0.1590,-0.9780,0.0304,3.15,0.67,-4.63,0.9914,5.64,0
3625241,-0.1510,-0.9717,0.0407,1.43,1.85,-4.32,0.9842,4.91,0
3625251,-0.1610,-0.9869,0.0286,-0.99,3.19,-2.93,1.0004,4.45,0
3625261,-0.1824,-1.0049,0.0038,-1.38,3.84,-1.51,1.0214,4.35,0
3625271,-0.1965,-1.0088,-0.0126,-1.11,3.42,-1.28,1.0278,3.82,0
3625281,-0.1983,-1.0079,-0.0105,-0.05,2.69,-2.14,1.0273,3.43,0
3625291,-0.1996,-1.0084,-0.0107,1.63,2.91,-3.13,1.0280,4.58,0
3625301,-0.1985,-1.0086,-0.0080,1.79,1.90,-2.92,1.0280,3.92,0
3625311,-0.2053,-1.0115,-0.0105,0.08,-0.16,-0.53,1.0321,0.56,0
3625321,-0.2138,-1.0062,-0.0132,-1.05,-2.12,1.39,1.0288,2.74,1
3625331,-0.2102,-1.0044,-0.0138,-0.46,-3.17,1.32,1.0262,3.46,1
3625341,-0.2043,-0.9898,-0.0014,0.83,-3.89,0.60,1.0107,4.03,1
3625351,-0.1982,-0.9771,0.0105,1.93,-3.85,-0.02,0.9970,4.31,1
3625361,-0.1870,-0.9850,0.0129,1.97,-3.97,0.06,1.0027,4.43,1
3625371,-0.1807,-0.9816,0.0174,2.05,-4.23,-1.47,0.9983,4.92,1
3625381,-0.1749,-0.9844,0.0231,3.00,-3.16,-3.41,1.0001,5.53,1
3625391,-0.1716,-0.9907,0.0223,4.41,-1.62,-5.32,1.0057,7.10,1
3625401,-0.1706,-0.9890,0.0214,5.16,-0.81,-6.41,1.0038,8.27,1
3625411,-0.1672,-0.9941,0.0200,5.08,-0.25,-6.41,1.0083,8.18,1
3625421,-0.1659,-1.0059,0.0130,4.76,0.05,-5.75,1.0196,7.46,1
3625431,-0.1612,-1.0149,0.0135,3.98,-0.18,-4.81,1.0277,6.25,1
3625441,-0.1579,-1.0219,0.0130,3.85,-0.11,-3.59,1.0342,5.26,1
3625451,-0.1631,-1.0155,0.0109,3.88,-0.18,-2.28,1.0286,4.50,1
3625461,-0.1651,-1.0021,0.0136,3.88,-0.27,-1.63,1.0157,4.21,1
3625471,-0.1687,-0.9885,0.0174,3.91,-0.02,-2.01,1.0030,4.40,1
3625481,-0.1729,-0.9818,0.0207,4.92,0.72,-3.26,0.9972,5.94,1
3625491,-0.1729,-0.9852,0.0216,6.06,1.92,-4.54,1.0005,7.81,1
3625501,-0.1737,-0.9904,0.0188,6.65,2.56,-4.85,1.0056,8.62,1
3625511,-0.1795,-0.9957,0.0123,6.56,2.44,-4.96,1.0119,8.58,1
3625521,-0.1850,-0.9946,0.0082,6.94,2.06,-5.71,1.0117,9.22,1
3625531,-0.1876,-0.9895,0.0104,8.04,2.11,-7.67,1.0072,11.31,1
3625541,-0.1837,-0.9835,0.0245,9.40,2.63,-10.19,1.0008,14.11,1
3625551,-0.1656,-0.9882,0.0287,10.71,3.14,-12.08,1.0024,16.45,1
3625561,-0.1642,-0.9884,0.0313,10.47,2.45,-12.38,1.0024,16.40,1
3625571,-0.1643,-0.9902,0.0280,10.24,2.42,-12.45,1.0042,16.30,1
3625581,-0.1648,-0.9869,0.0279,9.65,2.23,-12.88,1.0009,16.25,1
3625591,-0.1643,-0.9857,0.0311,8.99,1.89,-13.30,0.9998,16.16,1
3625601,-0.1576,-0.9878,0.0360,8.91,1.77,-13.58,1.0009,16.34,1
3625611,-0.1541,-0.9910,0.0395,8.93,1.68,-13.41,1.0037,16.19,1
3625621,-0.1509,-0.9953,0.0391,8.81,1.54,-13.31,1.0074,16.04,1
3625631,-0.1515,-0.9985,0.0395,10.00,1.97,-14.15,1.0107,17.44,1
3625641,-0.1463,-1.0119,0.0396,12.72,3.50,-16.03,1.0232,20.76,1
3625651,-0.1341,-1.0163,0.0480,14.35,4.66,-17.10,1.0262,22.80,1
3625661,-0.1189,-1.0291,0.0557,14.24,4.49,-15.05,1.0374,21.20,1
3625671,-0.1167,-1.0304,0.0563,12.33,3.69,-11.32,1.0385,17.14,1
3625681,-0.1262,-1.0257,0.0501,10.73,3.30,-8.62,1.0346,14.15,1
3625691,-0.1286,-1.0250,0.0493,9.87,3.43,-7.77,1.0342,13.02,1
3625701,-0.1218,-1.0268,0.0539,8.37,3.18,-6.81,1.0354,11.24,1
3625711,-0.1238,-1.0187,0.0554,5.93,1.81,-3.85,1.0277,7.30,1
3625721,-0.1312,-1.0025,0.0556,3.63,0.39,-0.95,1.0126,3.77,1
3625731,-0.1317,-0.9935,0.0606,2.42,0.11,-0.29,1.0040,2.44,1
3625741,-0.1293,-1.0026,0.0571,2.75,1.06,-1.42,1.0125,3.27,1
3625751,-0.1190,-1.0057,0.0630,3.19,2.13,-2.49,1.0146,4.57,1
3625761,-0.1114,-1.0085,0.0694,2.77,2.37,-0.91,1.0170,3.76,1
3625771,-0.1087,-1.0041,0.0706,2.59,3.47,0.33,1.0124,4.35,1
3625781,-0.1134,-1.0116,0.0629,1.91,4.01,0.48,1.0199,4.46,1
3625791,-0.1165,-1.0326,0.0570,2.07,4.63,1.25,1.0407,5.22,1
3625801,-0.1329,-1.0362,0.0393,3.16,4.91,2.08,1.0454,6.20,1
3625811,-0.1424,-1.0235,0.0372,3.10,3.02,3.51,1.0341,5.57,1
3625821,-0.1565,-1.0013,0.0374,1.76,0.09,5.01,1.0142,5.31,1
3625831,-0.1667,-0.9816,0.0422,0.24,-2.40,5.21,0.9965,5.74,1
3625841,-0.1793,-0.9748,0.0434,0.46,-2.70,3.99,0.9921,4.84,1
3625851,-0.1807,-0.9762,0.0404,1.57,-2.41,1.80,0.9936,3.39,1
3625861,-0.1775,-0.9755,0.0476,2.86,-2.57,-0.19,0.9926,3.85,1
3625871,-0.1650,-0.9835,0.0543,3.29,-3.16,-1.06,0.9988,4.68,1
3625881,-0.1539,-0.9882,0.0598,2.17,-4.16,-0.72,1.0019,4.74,1
3625891,-0.1473,-0.9968,0.0610,1.58,-4.28,-0.73,1.0095,4.62,1
3625901,-0.1399,-1.0042,0.0584,1.45,-3.74,-1.10,1.0156,4.16,1
3625911,-0.1272,-1.0082,0.0618,1.52,-3.33,-1.90,1.0180,4.13,1
3625921,-0.1139,-1.0182,0.0674,2.00,-2.60,-1.94,1.0267,3.81,1
3625931,-0.1017,-1.0241,0.0732,2.14,-2.30,-0.56,1.0317,3.19,1
3625941,-0.0968,-1.0043,0.0780,1.38,-2.70,1.41,1.0120,3.35,1
3625951,-0.0952,-0.9996,0.0849,0.87,-1.09,1.49,1.0077,2.03,1
3625961,-0.0927,-1.0018,0.0843,1.12,1.08,1.31,1.0096,2.03,1
3625971,-0.0987,-1.0023,0.0850,0.95,2.54,1.47,1.0107,3.08,1
3625981,-0.1001,-1.0001,0.0862,2.01,4.62,1.28,1.0087,5.20,1
3625991,-0.0978,-1.0018,0.0842,4.61,7.65,-0.53,1.0101,8.95,1
3626001,-0.1034,-1.0066,0.0778,5.99,9.70,-2.20,1.0149,11.60,1
3626011,-0.1058,-1.0179,0.0727,5.28,9.72,-1.73,1.0259,11.20,1
3626021,-0.1121,-1.0234,0.0670,3.28,8.62,0.83,1.0317,9.26,1
3626031,-0.1172,-1.0200,0.0648,0.96,7.53,3.67,1.0288,8.43,1
3626041,-0.1282,-1.0062,0.0629,-1.36,6.48,5.85,1.0163,8.83,1
3626051,-0.1418,-0.9946,0.0581,-2.53,6.04,6.44,1.0063,9.18,1
3626061,-0.1506,-0.9859,0.0562,-2.41,6.28,5.20,0.9989,8.50,1
3626071,-0.1539,-0.9860,0.0560,-2.51,6.14,4.15,0.9995,7.83,1
3626081,-0.1552,-0.9919,0.0520,-3.03,5.45,3.96,1.0053,7.39,1
3626091,-0.1513,-0.9988,0.0532,-3.75,4.86,4.22,1.0116,7.44,1
3626101,-0.1499,-1.0051,0.0516,-4.59,4.79,5.06,1.0175,8.34,1
3626111,-0.1557,-1.0046,0.0471,-5.37,4.85,6.06,1.0177,9.44,1
3626121,-0.1635,-1.0049,0.0412,-5.56,5.11,6.06,1.0189,9.68,1
3626131,-0.1697,-1.0055,0.0391,-5.15,4.78,6.15,1.0205,9.33,1
3626141,-0.1732,-1.0016,0.0406,-4.39,3.37,7.00,1.0173,8.92,1
3626151,-0.1798,-1.0018,0.0368,-3.88,2.86,6.99,1.0184,8.49,1
3626161,-0.1855,-1.0000,0.0343,-3.18,2.51,6.12,1.0176,7.34,1
3626171,-0.1866,-0.9942,0.0360,-2.62,1.87,4.99,1.0122,5.94,1
3626181,-0.1834,-0.9871,0.0400,-2.30,1.16,4.05,1.0048,4.80,1
3626191,-0.1751,-0.9848,0.0449,-1.82,0.73,3.33,1.0013,3.87,1
3626201,-0.1689,-0.9872,0.0480,-1.30,0.68,2.95,1.0027,3.29,1
3626211,-0.1667,-0.9941,0.0415,-0.39,0.98,2.53,1.0089,2.74,1
3626221,-0.1617,-1.0020,0.0370,0.66,1.06,1.68,1.0156,2.09,1
3626231,-0.1499,-1.0184,0.0382,2.00,1.07,1.15,1.0301,2.54,1
