time_ms,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,accel_mag,gyro_mag,label
2244716,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,0
2244726,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,0
2244736,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,0
2244746,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,0
2244756,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,0
2244766,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,0
2244776,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,0
2244786,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,0
2244796,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,0
2244806,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,0
2244816,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,0
2244826,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,0
2244836,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,0
2244846,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,0
2244856,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,0
2244866,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,0
2244876,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,0
2244886,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,0
2244896,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,0
2244906,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,0
2244916,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,0
2244926,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,0
2244936,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,0
2244946,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,0
