time_ms,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,accel_mag,gyro_mag,label
595221,-0.3254,-0.9851,0.1867,2.88,15.59,8.72,1.0541,18.10,0
595231,-0.2964,-1.0085,0.1990,8.12,14.70,7.70,1.0698,18.47,0
595241,-0.2498,-1.0207,0.2538,7.55,11.94,11.02,1.0811,17.91,0
595251,-0.2277,-1.0016,0.2789,7.54,12.17,15.07,1.0643,20.79,0
595261,-0.2348,-0.9752,0.2590,5.43,13.45,18.64,1.0359,23.62,0
595271,-0.2587,-0.9505,0.2387,3.12,11.97,19.36,1.0136,22.97,0
595281,-0.2904,-0.9284,0.2264,5.50,9.67,16.17,0.9988,19.63,0
595291,-0.3096,-0.9047,0.2098,14.72,8.33,9.95,0.9790,19.62,0
595301,-0.3380,-0.8839,0.1832,24.28,5.67,3.73,0.9639,25.21,0
595311,-0.3526,-0.8824,0.1803,30.03,1.83,-0.06,0.9672,30.09,0
595321,-0.3418,-0.8875,0.2066,31.87,-0.28,-1.60,0.9732,31.91,0
595331,-0.3250,-0.8952,0.2246,34.02,-0.85,-3.82,0.9785,34.24,0
595341,-0.3176,-0.9031,0.2341,33.75,-2.22,-5.29,0.9855,34.23,0
595351,-0.3120,-0.9024,0.2480,29.65,-5.02,-4.53,0.9865,30.42,0
595361,-0.2984,-0.8982,0.2707,25.51,-6.82,-2.84,0.9844,26.55,0
595371,-0.2837,-0.8999,0.2828,21.25,-7.49,-1.77,0.9850,22.60,0
595381,-0.2741,-0.9040,0.2906,16.13,-8.49,-1.24,0.9883,18.27,0
595391,-0.2661,-0.8982,0.3033,10.42,-9.94,-0.83,0.9847,14.43,0
595401,-0.2571,-0.8952,0.3144,3.08,-10.40,-0.71,0.9830,10.87,0
595411,-0.2565,-0.9034,0.3070,0.71,-7.19,-5.11,0.9880,8.85,0
595421,-0.2626,-0.9163,0.2986,-2.89,-7.29,-5.85,0.9989,9.78,0
595431,-0.2642,-0.9194,0.2907,-4.76,-8.16,-5.70,0.9998,11.03,0
595441,-0.2635,-0.9256,0.2857,-4.02,-8.29,-7.02,1.0039,11.58,0
595451,-0.2598,-0.9352,0.2799,-2.62,-9.20,-8.35,1.0102,12.69,0
595461,-0.2513,-0.9369,0.2900,-0.28,-9.90,-8.84,1.0125,13.27,0
595471,-0.2359,-0.9382,0.3051,2.34,-8.79,-8.86,1.0144,12.70,0
595481,-0.2362,-0.9405,0.3035,4.05,-7.27,-8.73,1.0161,12.06,0
595491,-0.2379,-0.9332,0.2993,6.74,-5.59,-9.45,1.0085,12.88,0
595501,-0.2357,-0.9233,0.2994,9.57,-4.39,-10.79,0.9989,15.08,0
595511,-0.2251,-0.9126,0.3132,13.08,-3.72,-13.07,0.9907,18.86,0
595521,-0.2207,-0.9230,0.3182,15.31,-2.57,-15.02,1.0009,21.61,0
595531,-0.2208,-0.9305,0.3201,16.47,-1.81,-15.69,1.0085,22.82,0
595541,-0.2187,-0.9408,0.3217,17.61,-1.15,-15.82,1.0181,23.70,0
595551,-0.2179,-0.9549,0.3185,18.76,-0.92,-15.42,1.0300,24.30,0
595561,-0.2214,-0.9637,0.3190,20.55,-1.64,-15.09,1.0390,25.55,0
595571,-0.2215,-0.9664,0.3200,22.38,-2.04,-15.09,1.0418,27.07,0
595581,-0.2237,-0.9723,0.3200,24.40,-2.55,-15.25,1.0478,28.88,0
595591,-0.2339,-0.9719,0.3059,28.60,-3.61,-15.67,1.0454,32.81,0
595601,-0.2351,-0.9582,0.3126,31.78,-5.23,-14.53,1.0349,35.33,0
595611,-0.2251,-0.9654,0.3337,31.29,-11.09,-13.16,1.0459,35.71,0
595621,-0.2030,-0.9571,0.3565,29.05,-11.77,-11.39,1.0414,33.35,0
595631,-0.1830,-0.9385,0.3772,25.89,-11.26,-10.26,1.0278,30.04,0
595641,-0.1701,-0.9337,0.3954,24.54,-9.56,-10.75,1.0282,28.44,0
595651,-0.1655,-0.9211,0.3978,25.45,-6.97,-12.32,1.0169,29.12,0
595661,-0.1629,-0.9138,0.3981,24.09,-4.36,-14.00,1.0100,28.20,0
595671,-0.1615,-0.9104,0.4056,22.49,-2.54,-15.17,1.0097,27.25,0
595681,-0.1635,-0.8954,0.4039,22.89,-0.86,-17.13,0.9958,28.60,0
595691,-0.1709,-0.8856,0.4052,22.92,2.17,-20.64,0.9888,30.92,0
595701,-0.1864,-0.8839,0.3908,27.24,4.73,-25.24,0.9842,37.44,0
595711,-0.2085,-0.8791,0.3831,34.58,5.61,-29.51,0.9814,45.80,0
595721,-0.2167,-0.8860,0.3661,41.31,7.21,-33.96,0.9829,53.96,0
595731,-0.2161,-0.8933,0.3731,47.29,6.08,-37.19,0.9920,60.47,0
595741,-0.1956,-0.9081,0.3814,53.99,5.22,-40.01,1.0042,67.40,0
595751,-0.1705,-0.9019,0.4067,55.83,3.54,-39.62,1.0039,68.55,0
595761,-0.1508,-0.9042,0.4339,53.89,3.15,-38.55,1.0142,66.34,0
595771,-0.1464,-0.8950,0.4394,56.63,3.55,-39.48,1.0077,69.12,0
595781,-0.1429,-0.8856,0.4450,62.41,4.11,-42.68,1.0013,75.72,0
595791,-0.1185,-0.8762,0.4612,68.41,3.97,-46.77,0.9973,82.96,0
595801,-0.1132,-0.8746,0.4691,67.34,2.23,-48.12,0.9989,82.79,0
595811,-0.1084,-0.8758,0.4823,62.69,1.81,-48.20,1.0057,79.10,0
595821,-0.1034,-0.8836,0.4891,61.82,1.95,-48.22,1.0152,78.43,0
595831,-0.1052,-0.8959,0.4933,62.96,1.66,-48.27,1.0281,79.35,0
595841,-0.1167,-0.9230,0.4978,65.70,0.55,-47.96,1.0552,81.35,0
595851,-0.1279,-0.9406,0.5064,69.35,-0.08,-46.87,1.0759,83.70,0
595861,-0.1370,-0.9391,0.5228,74.76,-0.30,-45.60,1.0835,87.57,0
595871,-0.1331,-0.9116,0.5333,81.20,0.04,-43.84,1.0645,92.28,0
595881,-0.1276,-0.8821,0.5427,79.60,-0.53,-39.45,1.0435,88.84,0
595891,-0.1282,-0.8425,0.5631,73.97,-0.85,-34.11,1.0215,81.46,0
595901,-0.1132,-0.8109,0.5491,59.34,0.16,-29.86,0.9858,66.43,0
595911,-0.1151,-0.8077,0.5541,35.18,-0.14,-22.99,0.9862,42.03,0
595921,-0.1029,-0.7627,0.5539,36.86,-2.72,-21.45,0.9482,42.74,0
595931,-0.0757,-0.7370,0.5597,42.88,-4.69,-26.85,0.9285,50.81,0
595941,-0.0674,-0.7637,0.5836,38.71,-5.35,-31.53,0.9635,50.21,0
595951,-0.0459,-0.7994,0.5872,39.68,-3.15,-36.15,0.9929,53.77,0
595961,-0.0310,-0.8247,0.5945,45.31,-2.97,-39.07,1.0171,59.90,0
595971,-0.0226,-0.8411,0.5949,43.34,-4.11,-37.78,1.0305,57.64,0
595981,-0.0063,-0.8840,0.6233,30.44,-5.44,-31.75,1.0816,44.32,0
595991,0.0101,-0.8777,0.6407,15.85,-5.68,-16.19,1.0867,23.35,0
596001,0.0285,-0.8651,0.6578,1.79,-2.41,-12.71,1.0872,13.06,0
596011,0.0429,-0.8529,0.6689,3.17,1.50,-11.93,1.0848,12.43,0
596021,0.0447,-0.8497,0.6593,5.01,5.79,-12.16,1.0765,14.37,0
596031,0.0594,-0.8779,0.6766,12.11,9.50,-13.61,1.1099,20.54,0
596041,0.0690,-0.8788,0.6802,21.80,13.42,-13.78,1.1135,29.07,0
596051,0.0500,-0.8869,0.6680,23.71,16.67,-11.61,1.1115,31.22,0
596061,0.0349,-0.8748,0.6441,22.47,17.78,-8.17,1.0869,29.80,0
596071,0.0195,-0.8685,0.6267,19.71,16.75,-4.74,1.0712,26.30,0
596081,0.0157,-0.8622,0.6339,16.85,14.78,-0.54,1.0703,22.42,0
596091,0.0227,-0.8474,0.6453,13.01,14.50,4.03,1.0653,19.89,0
596101,0.0107,-0.8412,0.6370,10.71,15.16,7.74,1.0552,20.10,0
596111,0.0008,-0.8523,0.6345,10.59,15.43,10.54,1.0625,21.48,0
596121,-0.0149,-0.8397,0.6383,8.65,16.20,13.30,1.0549,22.67,0
596131,-0.0281,-0.8031,0.6309,8.74,17.60,13.19,1.0217,23.66,0
596141,-0.0493,-0.7816,0.6086,11.87,17.82,10.40,0.9918,23.81,0
596151,-0.0675,-0.7662,0.5897,10.84,15.90,9.37,0.9692,21.40,0
596161,-0.0785,-0.7604,0.5792,6.07,13.22,9.88,0.9591,17.59,0
596171,-0.0808,-0.7593,0.5829,0.50,9.93,10.92,0.9607,14.77,0
596181,-0.0809,-0.7589,0.5888,-2.44,6.67,11.10,0.9639,13.17,0
596191,-0.0756,-0.7566,0.6038,-1.73,1.44,6.67,0.9709,7.04,0
596201,-0.0633,-0.7588,0.6194,0.83,0.36,2.92,0.9815,3.06,0
596211,-0.0536,-0.7616,0.6298,3.00,-0.10,-0.34,0.9897,3.02,0
596221,-0.0540,-0.7643,0.6354,2.98,-0.48,-2.36,0.9954,3.83,0
596231,-0.0520,-0.7652,0.6369,1.11,-0.53,-3.37,0.9970,3.59,0
596241,-0.0545,-0.7703,0.6292,-0.08,-0.81,-4.61,0.9961,4.68,0
596251,-0.0606,-0.7793,0.6281,0.57,-1.62,-6.04,1.0027,6.28,0
596261,-0.0657,-0.7769,0.6274,1.68,-2.41,-7.05,1.0008,7.64,0
596271,-0.0707,-0.7777,0.6254,1.31,-3.12,-7.94,1.0004,8.63,0
596281,-0.0668,-0.7938,0.6274,1.80,-4.06,-8.95,1.0140,9.99,0
596291,-0.0601,-0.7965,0.6263,1.71,-5.29,-8.78,1.0150,10.39,0
596301,-0.0534,-0.7936,0.6367,1.10,-6.06,-8.72,1.0189,10.67,0
596311,-0.0395,-0.7905,0.6467,3.22,-4.87,-11.10,1.0221,12.55,0
596321,-0.0270,-0.7978,0.6472,9.44,-3.75,-13.80,1.0276,17.13,0
596331,-0.0251,-0.7936,0.6452,10.89,-3.38,-14.02,1.0231,18.07,0
596341,-0.0218,-0.8023,0.6505,9.41,-2.26,-13.85,1.0331,16.89,0
596351,-0.0186,-0.7897,0.6455,16.98,-1.29,-15.46,1.0201,23.00,0
596361,-0.0153,-0.8057,0.6458,21.31,0.03,-16.93,1.0327,27.21,0
596371,-0.0104,-0.7963,0.6554,18.14,0.77,-15.71,1.0314,24.01,0
596381,-0.0115,-0.7916,0.6528,14.40,1.32,-14.31,1.0262,20.34,0
596391,-0.0123,-0.7911,0.6611,17.95,2.08,-14.93,1.0310,23.44,0
596401,-0.0112,-0.7897,0.6603,19.26,2.49,-15.18,1.0294,24.65,0
596411,-0.0088,-0.7857,0.6716,19.45,2.91,-14.93,1.0336,24.69,0
596421,-0.0156,-0.7802,0.6777,20.28,3.78,-15.51,1.0336,25.81,0
596431,-0.1027,-0.6716,0.7116,-3.19,5.70,-16.71,0.9839,17.94,0
596441,0.0718,-0.8608,0.6216,-31.98,10.76,-19.01,1.0642,38.73,0
596451,-0.0022,-0.8277,0.6489,-8.58,9.41,-16.83,1.0517,21.10,0
596461,-0.0230,-0.7596,0.6626,2.66,6.55,-13.87,1.0083,15.57,0
596471,-0.0131,-0.7811,0.6578,-5.79,6.89,-14.75,1.0213,17.28,0
596481,-0.0156,-0.8018,0.6514,-12.61,8.71,-15.64,1.0331,21.89,0
596491,0.0011,-0.8280,0.6577,-11.59,9.55,-15.64,1.0574,21.68,0
596501,0.0166,-0.8631,0.6813,-6.76,10.49,-14.57,1.0997,19.18,0
596511,0.0200,-0.8867,0.6898,-0.11,13.04,-13.65,1.1236,18.88,0
596521,0.0138,-0.8855,0.6955,10.47,15.28,-12.13,1.1261,22.14,0
596531,0.0098,-0.8992,0.7041,20.24,16.29,-8.66,1.1421,27.39,0
596541,0.0355,-0.9162,0.7153,32.80,16.42,-2.56,1.1629,36.77,0
596551,0.0291,-0.8914,0.7191,39.33,19.36,4.01,1.1457,44.02,0
596561,0.0246,-0.8702,0.7202,48.70,20.79,10.01,1.1298,53.89,0
596571,0.0075,-0.8742,0.7222,57.81,21.52,16.08,1.1340,63.75,0
596581,0.0191,-0.8636,0.7286,74.26,22.41,28.27,1.1301,82.56,0
596591,0.0088,-0.8583,0.7671,82.51,22.61,32.45,1.1511,91.50,0
