time_ms,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,accel_mag,gyro_mag,label
1139681,-0.0035,-0.2958,0.8758,-1.89,13.61,1.96,0.9245,13.88,0
1139691,-0.0202,-0.2929,0.8656,-1.44,13.42,0.47,0.9140,13.51,0
1139701,-0.0285,-0.2879,0.8700,-4.05,12.52,0.10,0.9168,13.16,0
1139711,-0.0321,-0.3062,0.8783,-9.70,11.87,-0.12,0.9308,15.33,0
1139721,-0.0418,-0.3183,0.8782,-13.91,12.13,0.09,0.9351,18.46,0
1139731,-0.0630,-0.3339,0.8680,-15.90,11.36,0.01,0.9322,19.54,0
1139741,-0.0623,-0.3278,0.8783,-12.43,8.74,-1.25,0.9395,15.25,0
1139751,-0.0518,-0.3408,0.9099,-12.52,5.98,-3.49,0.9730,14.31,0
1139761,-0.0413,-0.3606,0.9501,-15.02,2.57,-4.94,1.0171,16.02,0
1139771,-0.0338,-0.3875,0.9840,-17.01,-0.42,-4.59,1.0581,17.62,0
1139781,-0.0281,-0.4031,1.0084,-17.40,-2.85,-2.70,1.0863,17.84,0
1139791,-0.0166,-0.3892,1.0201,-15.63,-4.88,-0.18,1.0920,16.37,0
1139801,-0.0088,-0.3837,1.0214,-15.86,-7.08,2.17,1.0911,17.50,0
1139811,-0.0116,-0.3679,1.0085,-15.35,-9.22,3.78,1.0736,18.30,0
1139821,-0.0124,-0.3501,0.9982,-14.84,-11.65,3.58,1.0579,19.20,0
1139831,0.0354,-0.3468,1.0140,-14.62,-14.49,-2.49,1.0722,20.74,0
1139841,0.0463,-0.3577,1.0113,-10.56,-12.34,-6.21,1.0737,17.39,0
1139851,0.0393,-0.3686,0.9955,-11.29,-9.82,-8.01,1.0622,16.97,1
1139861,0.0259,-0.3673,0.9663,-11.91,-8.00,-8.02,1.0341,16.44,1
1139871,0.0197,-0.3696,0.9401,-13.87,-7.48,-6.67,1.0103,17.11,1
1139881,0.0185,-0.3703,0.9249,-14.92,-8.38,-5.10,0.9964,17.86,1
1139891,0.0232,-0.3778,0.9201,-14.65,-9.54,-4.01,0.9949,17.93,1
1139901,0.0304,-0.3815,0.9233,-11.97,-10.40,-3.47,0.9995,16.23,1
1139911,0.0381,-0.3744,0.9305,-7.78,-10.91,-3.61,1.0037,13.88,1
1139921,0.0613,-0.3603,0.9524,-3.53,-10.76,-3.86,1.0201,11.96,1
1139931,0.0684,-0.3286,0.9708,-2.13,-9.14,-3.41,1.0272,9.98,1
1139941,0.0698,-0.3245,0.9682,-5.57,-7.38,-3.12,1.0235,9.76,1
1139951,0.0740,-0.3390,0.9819,-10.61,-6.14,-3.10,1.0414,12.64,1
1139961,0.0798,-0.3436,0.9981,-13.77,-3.91,-2.53,1.0586,14.54,1
1139971,0.0760,-0.3581,0.9977,-20.35,-1.74,-1.70,1.0627,20.50,1
1139981,0.0579,-0.3756,0.9773,-26.92,-0.08,-0.84,1.0486,26.94,1
1139991,0.0436,-0.3923,0.9552,-29.51,0.26,-0.54,1.0336,29.52,1
1140001,0.0310,-0.3940,0.9353,-28.27,-0.02,-1.41,1.0154,28.31,1
1140011,0.0200,-0.3951,0.9197,-26.34,-1.29,-4.23,1.0012,26.71,1
1140021,0.0083,-0.3750,0.9102,-24.35,-2.42,-7.36,0.9844,25.55,1
1140031,0.0310,-0.4167,0.9148,-21.59,-0.58,-12.83,1.0057,25.12,1
1140041,0.0272,-0.4665,0.9282,-31.75,0.71,-5.49,1.0392,32.22,1
1140051,0.0220,-0.5145,0.9238,-37.68,1.79,-1.63,1.0577,37.76,1
1140061,0.0191,-0.5450,0.9193,-35.86,2.59,0.93,1.0689,35.96,1
1140071,0.0230,-0.5381,0.9149,-29.69,1.88,1.67,1.0617,29.80,1
1140081,0.0257,-0.5295,0.9196,-24.75,-0.24,0.91,1.0615,24.77,1
1140091,0.0385,-0.5080,0.9231,-18.77,-1.82,-0.18,1.0543,18.86,1
1140101,0.0498,-0.4732,0.9251,-12.31,-2.50,-1.58,1.0402,12.66,1
1140111,0.0618,-0.4462,0.9310,-6.34,-1.50,-3.79,1.0342,7.53,1
1140121,0.0762,-0.4195,0.9390,-3.78,0.76,-5.99,1.0312,7.12,1
1140131,0.0765,-0.4157,0.9258,-7.29,3.92,-6.98,1.0177,10.83,1
1140141,0.0793,-0.3942,0.9115,-8.93,6.92,-7.94,0.9963,13.81,1
1140151,0.0579,-0.3812,0.8882,-10.56,7.42,-11.06,0.9683,17.00,1
1140161,0.0510,-0.4086,0.9002,-11.49,5.13,-16.61,0.9899,20.83,1
1140171,0.0533,-0.4494,0.9223,-9.08,3.25,-22.93,1.0274,24.87,1
1140181,0.0449,-0.4912,0.9308,-4.02,2.77,-26.83,1.0535,27.27,1
1140191,0.0452,-0.4936,0.9363,2.97,0.88,-26.42,1.0594,26.60,1
1140201,0.0489,-0.5105,0.9643,-1.67,0.93,-22.38,1.0922,22.46,1
1140211,0.0337,-0.5094,0.9061,-5.07,5.04,-17.37,1.0400,18.78,1
1140221,0.0071,-0.4621,0.8897,-1.79,7.19,-15.93,1.0026,17.56,1
1140231,0.0054,-0.4559,0.8781,-2.14,5.72,-16.62,0.9894,17.70,1
1140241,0.0027,-0.4571,0.8604,-3.22,4.51,-17.63,0.9742,18.48,1
