time_ms,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,accel_mag,gyro_mag,label
157381,-0.4357,0.8811,0.0141,0.73,0.56,0.28,0.9831,0.96,0
157391,-0.4346,0.8813,0.0140,0.71,0.57,-0.24,0.9827,0.94,0
157401,-0.4359,0.8812,0.0134,0.58,0.52,-0.81,0.9832,1.12,0
157411,-0.4380,0.8808,0.0140,0.54,0.54,-0.88,0.9838,1.17,0
157421,-0.4383,0.8797,0.0117,0.63,0.53,-0.48,0.9829,0.96,0
157431,-0.4365,0.8784,0.0138,0.60,0.55,-0.05,0.9810,0.81,0
157441,-0.4378,0.8799,0.0130,0.58,0.56,0.21,0.9828,0.83,0
157451,-0.4380,0.8808,0.0133,0.59,0.53,0.40,0.9837,0.89,0
157461,-0.4370,0.8810,0.0133,0.59,0.53,0.46,0.9835,0.91,0
157471,-0.4356,0.8810,0.0129,0.64,0.53,0.22,0.9829,0.86,0
157481,-0.4369,0.8807,0.0139,0.62,0.53,-0.39,0.9832,0.90,0
157491,-0.4378,0.8791,0.0138,0.49,0.57,-0.88,0.9822,1.15,0
157501,-0.4378,0.8786,0.0132,0.59,0.57,-0.61,0.9817,1.02,0
157511,-0.4388,0.8782,0.0131,0.56,0.57,-0.18,0.9818,0.82,0
157521,-0.4392,0.8799,0.0136,0.65,0.57,0.32,0.9835,0.92,0
157531,-0.4381,0.8809,0.0133,0.64,0.55,0.56,0.9839,1.01,0
157541,-0.4384,0.8822,0.0145,0.67,0.53,0.49,0.9853,0.98,0
157551,-0.4373,0.8811,0.0134,0.60,0.52,0.05,0.9838,0.80,0
157561,-0.4378,0.8804,0.0149,0.54,0.56,-0.39,0.9834,0.87,1
157571,-0.4383,0.8808,0.0136,0.57,0.57,-0.57,0.9839,0.99,1
157581,-0.4378,0.8807,0.0140,0.60,0.51,-0.56,0.9836,0.97,1
157591,-0.4388,0.8791,0.0141,0.60,0.53,-0.53,0.9827,0.97,1
157601,-0.4383,0.8799,0.0145,0.60,0.49,-0.44,0.9832,0.89,1
157611,-0.4377,0.8805,0.0143,0.62,0.54,-0.27,0.9834,0.87,1
157621,-0.4386,0.8800,0.0134,0.67,0.53,-0.15,0.9833,0.87,1
157631,-0.4369,0.8804,0.0125,0.60,0.53,-0.04,0.9829,0.80,1
157641,-0.4383,0.8799,0.0138,0.59,0.53,0.11,0.9831,0.80,1
157651,-0.4371,0.8799,0.0132,0.62,0.53,0.17,0.9826,0.83,1
157661,-0.4363,0.8798,0.0137,0.62,0.55,0.03,0.9821,0.83,1
157671,-0.4367,0.8805,0.0121,0.54,0.53,-0.12,0.9830,0.76,1
157681,-0.4374,0.8801,0.0127,0.65,0.55,-0.13,0.9828,0.86,1
157691,-0.4379,0.8797,0.0136,0.58,0.59,-0.22,0.9827,0.85,1
157701,-0.4361,0.8795,0.0124,0.61,0.57,-0.17,0.9818,0.85,1
157711,-0.4380,0.8797,0.0135,0.60,0.49,-0.04,0.9828,0.77,1
157721,-0.4383,0.8800,0.0141,0.61,0.53,0.17,0.9832,0.83,1
157731,-0.4362,0.8813,0.0130,0.63,0.53,0.25,0.9834,0.86,1
157741,-0.4363,0.8812,0.0134,0.59,0.54,-0.04,0.9834,0.80,1
157751,-0.4384,0.8790,0.0142,0.46,0.56,-0.32,0.9824,0.79,1
157761,-0.4381,0.8794,0.0132,0.58,0.60,-0.31,0.9826,0.89,1
157771,-0.4400,0.8807,0.0137,0.60,0.59,-0.24,0.9846,0.87,1
157781,-0.4404,0.8811,0.0140,0.58,0.54,0.11,0.9852,0.80,1
157791,-0.4366,0.8810,0.0132,0.77,0.55,0.42,0.9833,1.04,1
157801,-0.4359,0.8811,0.0129,0.71,0.53,0.00,0.9831,0.89,1
157811,-0.4378,0.8807,0.0133,0.45,0.52,-0.67,0.9836,0.95,1
157821,-0.4383,0.8801,0.0129,0.50,0.51,-0.67,0.9832,0.98,1
157831,-0.4396,0.8797,0.0129,0.63,0.53,-0.21,0.9835,0.85,1
157841,-0.4380,0.8804,0.0140,0.62,0.57,0.09,0.9834,0.85,1
157851,-0.4374,0.8805,0.0141,0.63,0.55,0.16,0.9833,0.85,1
157861,-0.4374,0.8801,0.0140,0.66,0.54,-0.06,0.9829,0.85,1
157871,-0.4371,0.8794,0.0137,0.53,0.53,-0.33,0.9822,0.82,1
157881,-0.4369,0.8794,0.0129,0.53,0.55,-0.24,0.9820,0.80,1
157891,-0.4372,0.8799,0.0130,0.59,0.53,-0.13,0.9826,0.80,1
157901,-0.4385,0.8782,0.0148,0.54,0.54,-0.11,0.9817,0.78,1
157911,-0.4395,0.8800,0.0142,0.55,0.54,0.01,0.9837,0.77,1
157921,-0.4381,0.8810,0.0145,0.63,0.55,0.27,0.9840,0.88,1
157931,-0.4364,0.8812,0.0138,0.68,0.55,0.30,0.9835,0.93,1
157941,-0.4365,0.8810,0.0132,0.58,0.56,-0.01,0.9833,0.80,1
157951,-0.4371,0.8801,0.0137,0.54,0.52,-0.39,0.9827,0.84,1
157961,-0.4374,0.8801,0.0130,0.56,0.53,-0.48,0.9828,0.91,1
157971,-0.4380,0.8805,0.0137,0.60,0.51,-0.47,0.9835,0.92,1
157981,-0.4386,0.8802,0.0135,0.61,0.53,-0.32,0.9835,0.87,1
157991,-0.4373,0.8804,0.0148,0.67,0.53,-0.21,0.9831,0.88,1
158001,-0.4385,0.8807,0.0137,0.61,0.57,-0.25,0.9839,0.87,1
158011,-0.4378,0.8801,0.0138,0.54,0.54,-0.25,0.9830,0.81,1
158021,-0.4382,0.8801,0.0144,0.57,0.57,-0.06,0.9833,0.81,1
158031,-0.4376,0.8804,0.0135,0.63,0.56,0.18,0.9832,0.86,1
158041,-0.4397,0.8799,0.0135,0.60,0.55,0.27,0.9837,0.86,1
158051,-0.4384,0.8813,0.0143,0.65,0.55,0.20,0.9844,0.87,1
158061,-0.4371,0.8819,0.0148,0.68,0.54,-0.06,0.9844,0.87,1
158071,-0.4380,0.8808,0.0139,0.66,0.55,-0.86,0.9838,1.21,1
158081,-0.4373,0.8801,0.0124,0.60,0.58,-0.76,0.9828,1.13,1
158091,-0.4389,0.8800,0.0132,0.62,0.53,-0.34,0.9835,0.88,1
158101,-0.4375,0.8797,0.0126,0.63,0.59,0.19,0.9826,0.88,1
158111,-0.4384,0.8808,0.0131,0.67,0.57,0.58,0.9840,1.05,1
158121,-0.4372,0.8806,0.0144,0.65,0.57,0.66,0.9833,1.08,1
158131,-0.4367,0.8807,0.0129,0.62,0.55,0.42,0.9831,0.93,1
158141,-0.4369,0.8815,0.0134,0.58,0.56,0.06,0.9839,0.81,1
158151,-0.4361,0.8797,0.0127,0.55,0.57,-0.32,0.9820,0.85,1
158161,-0.4371,0.8810,0.0128,0.56,0.55,-0.63,0.9836,1.01,1
158171,-0.4383,0.8790,0.0139,0.46,0.56,-0.78,0.9823,1.06,1
158181,-0.4387,0.8784,0.0135,0.55,0.59,-0.63,0.9820,1.02,1
158191,-0.4387,0.8798,0.0136,0.59,0.60,-0.20,0.9832,0.86,1
158201,-0.4383,0.8799,0.0137,0.62,0.54,0.14,0.9831,0.84,1
158211,-0.4375,0.8808,0.0136,0.70,0.52,0.31,0.9836,0.92,1
