time_ms,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,accel_mag,gyro_mag,label
2131011,-0.2166,-0.0838,-0.9693,-13.97,-19.74,-1.51,0.9967,24.23,0
2131021,-0.2103,-0.0821,-0.9708,-18.07,-21.11,-4.76,0.9967,28.19,0
2131031,-0.2133,-0.1128,-0.9598,-22.46,-23.53,-6.76,0.9896,33.22,0
2131041,-0.2142,-0.0717,-0.9524,-20.25,-23.07,-6.06,0.9788,31.28,0
2131051,-0.2166,-0.1133,-0.9369,-21.92,-19.84,-7.63,0.9683,30.53,0
2131061,-0.2037,-0.1115,-0.9444,-12.83,-13.07,-2.65,0.9725,18.51,0
2131071,-0.2057,-0.0957,-0.9701,-5.79,-7.97,1.09,0.9962,9.91,0
2131081,-0.2116,-0.0902,-0.9629,-4.02,-5.39,2.86,0.9900,7.31,0
2131091,-0.2131,-0.0937,-0.9571,-2.88,-3.72,4.73,0.9850,6.67,0
2131101,-0.2266,-0.0832,-0.9898,1.20,-3.42,6.42,1.0188,7.37,0
2131111,-0.2345,-0.0636,-0.9926,1.19,-5.84,5.85,1.0219,8.35,0
2131121,-0.2379,-0.0676,-0.9870,-3.05,-8.28,2.72,1.0175,9.23,0
2131131,-0.2261,-0.0943,-0.9832,-6.65,-10.19,0.41,1.0132,12.17,0
2131141,-0.2225,-0.0993,-0.9764,-7.31,-11.66,1.86,1.0063,13.88,0
2131151,-0.2436,-0.0796,-0.9609,-6.27,-10.64,3.07,0.9945,12.72,0
2131161,-0.2576,-0.0848,-0.9460,-2.70,-6.60,2.52,0.9841,7.56,0
2131171,-0.2355,-0.0959,-0.9529,3.38,0.27,3.67,0.9863,4.99,0
2131181,-0.2362,-0.0901,-0.9481,6.06,-0.39,4.38,0.9812,7.49,0
2131191,-0.2473,-0.0754,-0.9440,4.55,-0.71,3.71,0.9787,5.91,0
2131201,-0.2525,-0.0883,-0.9160,6.01,1.30,3.83,0.9543,7.25,0
2131211,-0.2422,-0.0835,-0.9099,7.90,4.12,4.36,0.9453,9.92,0
2131221,-0.2274,-0.1117,-0.9124,6.13,5.37,5.25,0.9469,9.69,0
2131231,-0.2300,-0.0938,-0.9170,7.28,6.61,8.52,0.9501,13.01,0
2131241,-0.2390,-0.0799,-0.9319,5.45,6.74,8.47,0.9654,12.12,0
2131251,-0.2386,-0.0934,-0.9254,0.80,4.56,6.45,0.9602,7.94,0
2131261,-0.2182,-0.0999,-0.9308,-3.89,2.31,6.11,0.9612,7.60,0
2131271,-0.2110,-0.0993,-0.9418,-7.57,1.34,6.29,0.9703,9.93,0
2131281,-0.2210,-0.0843,-0.9527,-9.74,2.10,6.41,0.9816,11.84,0
2131291,-0.2242,-0.0829,-0.9677,-8.85,3.33,6.40,0.9968,11.41,0
2131301,-0.2128,-0.0879,-0.9891,-4.41,2.30,7.89,1.0156,9.33,0
2131311,-0.2194,-0.0852,-0.9784,-2.35,-0.44,9.65,1.0063,9.94,0
2131321,-0.2364,-0.0940,-0.9433,-0.04,-0.41,11.39,0.9770,11.40,0
2131331,-0.2246,-0.1047,-0.9390,6.41,3.06,16.09,0.9711,17.59,0
2131341,-0.2215,-0.0818,-0.9575,11.62,5.33,19.27,0.9862,23.12,0
2131351,-0.2338,-0.0618,-0.9599,10.83,3.78,17.65,0.9899,21.05,0
2131361,-0.2354,-0.0643,-0.9487,5.68,0.44,10.26,0.9795,11.73,0
2131371,-0.2339,-0.0714,-0.9455,-5.36,-5.00,7.54,0.9767,10.52,0
2131381,-0.2361,-0.0723,-0.9510,-7.69,-5.49,6.89,0.9825,11.69,0
2131391,-0.2432,-0.0726,-0.9421,-6.51,-4.91,7.55,0.9757,11.11,0
2131401,-0.2489,-0.0659,-0.9208,-5.53,-3.96,8.70,0.9561,11.04,0
2131411,-0.2475,-0.0677,-0.9057,-6.23,-2.49,8.62,0.9414,10.92,0
2131421,-0.2499,-0.0745,-0.9082,-6.88,-0.45,9.16,0.9449,11.46,0
2131431,-0.2491,-0.0591,-0.9293,-5.12,1.45,10.53,0.9639,11.79,0
2131441,-0.2518,-0.0563,-0.9427,-4.03,2.24,10.29,0.9774,11.28,0
2131451,-0.2527,-0.0584,-0.9393,-3.48,2.18,10.40,0.9745,11.19,0
2131461,-0.2554,-0.0568,-0.9322,-1.60,2.71,11.62,0.9683,12.04,0
2131471,-0.2537,-0.0495,-0.9487,1.58,4.05,12.78,0.9832,13.49,0
2131481,-0.2609,-0.0377,-0.9601,3.33,3.43,11.77,0.9956,12.70,0
2131491,-0.2606,-0.0446,-0.9415,1.70,1.75,9.63,0.9779,9.94,0
2131501,-0.2514,-0.0540,-0.9352,0.86,2.25,8.95,0.9699,9.27,0
2131511,-0.2393,-0.0649,-0.9535,1.19,3.66,9.34,0.9852,10.10,0
2131521,-0.2374,-0.0638,-0.9672,2.08,3.64,10.05,0.9979,10.89,0
2131531,-0.2214,-0.0659,-0.9748,1.37,2.21,10.82,1.0017,11.12,0
2131541,-0.2149,-0.0774,-0.9625,-1.48,-0.90,10.50,0.9892,10.64,0
2131551,-0.2175,-0.0833,-0.9424,-4.00,-3.47,11.03,0.9707,12.24,0
2131561,-0.2245,-0.0773,-0.9510,-4.60,-3.74,13.45,0.9802,14.70,0
2131571,-0.2406,-0.0596,-0.9637,-4.54,-3.10,12.56,0.9950,13.71,0
2131581,-0.2458,-0.0495,-0.9613,-5.15,-3.03,10.35,0.9935,11.95,0
2131591,-0.2384,-0.0593,-0.9549,-6.07,-2.40,7.45,0.9860,9.90,0
2131601,-0.2289,-0.0755,-0.9443,-6.25,-1.14,6.46,0.9745,9.06,0
2131611,-0.2291,-0.0770,-0.9435,-3.86,0.57,7.95,0.9739,8.86,0
2131621,-0.2373,-0.0672,-0.9458,-1.76,2.37,9.51,0.9775,9.96,0
2131631,-0.2442,-0.0576,-0.9559,-0.67,3.73,9.52,0.9883,10.25,0
2131641,-0.2477,-0.0524,-0.9599,0.34,4.84,8.03,0.9928,9.38,0
2131651,-0.2481,-0.0462,-0.9641,-0.18,5.50,5.80,0.9966,8.00,0
2131661,-0.2450,-0.0560,-0.9572,-0.87,5.71,3.81,0.9896,6.91,0
