time_ms,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,accel_mag,gyro_mag,label
4231596,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,0
4231606,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,0
4231616,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,0
4231626,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,0
4231636,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,0
4231646,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,0
4231656,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,0
4231666,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,0
4231676,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,0
4231686,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,0
4231696,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,0
4231706,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,0
4231716,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,0
4231726,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,0
4231736,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,0
4231746,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,0
4231756,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,0
4231766,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,0
4231776,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,0
4231786,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,0
4231796,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,0
4231806,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,0
4231816,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,0
