time_ms,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,accel_mag,gyro_mag,label
4451241,-0.0554,-1.0037,0.1006,0.46,0.53,-0.11,1.0103,0.70,1
4451251,-0.0542,-1.0073,0.0995,0.64,0.48,-0.15,1.0136,0.81,1
4451261,-0.0532,-1.0065,0.0996,0.74,0.50,-0.11,1.0128,0.90,1
4451271,-0.0551,-1.0056,0.0998,0.64,0.47,-0.10,1.0121,0.80,1
4451281,-0.0542,-1.0048,0.0998,0.60,0.48,-0.17,1.0111,0.78,1
4451291,-0.0560,-1.0044,0.1023,0.68,0.51,-0.14,1.0112,0.86,1
4451301,-0.0557,-1.0050,0.1018,0.73,0.53,-0.11,1.0117,0.91,1
4451311,-0.0554,-1.0076,0.1021,0.67,0.53,-0.13,1.0142,0.86,1
4451321,-0.0550,-1.0080,0.1013,0.67,0.53,-0.06,1.0146,0.85,1
4451331,-0.0548,-1.0069,0.1022,0.51,0.49,-0.10,1.0135,0.71,1
4451341,-0.0560,-1.0060,0.1007,0.38,0.50,-0.15,1.0126,0.64,1
4451351,-0.0562,-1.0041,0.1001,0.44,0.52,-0.11,1.0106,0.69,1
4451361,-0.0565,-1.0036,0.0983,0.56,0.48,-0.13,1.0100,0.75,1
4451371,-0.0555,-1.0054,0.0988,0.69,0.50,-0.11,1.0117,0.86,1
4451381,-0.0550,-1.0069,0.0985,0.79,0.52,-0.10,1.0132,0.95,1
4451391,-0.0544,-1.0057,0.0992,0.72,0.48,-0.11,1.0121,0.87,1
4451401,-0.0544,-1.0059,0.1015,0.63,0.50,-0.13,1.0125,0.81,1
4451411,-0.0545,-1.0049,0.1021,0.66,0.52,-0.08,1.0116,0.84,1
4451421,-0.0556,-1.0060,0.1018,0.68,0.50,-0.11,1.0126,0.85,1
4451431,-0.0550,-1.0067,0.1009,0.64,0.50,-0.13,1.0132,0.82,1
4451441,-0.0554,-1.0059,0.1013,0.56,0.46,-0.11,1.0125,0.74,1
4451451,-0.0560,-1.0054,0.1009,0.45,0.53,-0.18,1.0120,0.72,1
4451461,-0.0547,-1.0049,0.1000,0.49,0.51,-0.17,1.0113,0.72,1
4451471,-0.0548,-1.0040,0.1002,0.60,0.54,-0.12,1.0104,0.82,1
4451481,-0.0548,-1.0055,0.1004,0.63,0.50,-0.11,1.0120,0.81,1
4451491,-0.0561,-1.0062,0.1009,0.69,0.49,-0.07,1.0128,0.85,1
4451501,-0.0549,-1.0053,0.1002,0.67,0.51,-0.11,1.0118,0.84,1
4451511,-0.0570,-1.0059,0.1006,0.70,0.50,-0.13,1.0125,0.87,1
4451521,-0.0565,-1.0052,0.1013,0.67,0.52,-0.11,1.0119,0.85,1
4451531,-0.0558,-1.0063,0.1017,0.68,0.47,-0.07,1.0129,0.83,1
4451541,-0.0546,-1.0068,0.1020,0.62,0.51,-0.08,1.0134,0.81,1
4451551,-0.0545,-1.0071,0.1020,0.51,0.51,-0.13,1.0137,0.73,1
4451561,-0.0561,-1.0076,0.1009,0.46,0.51,-0.16,1.0141,0.71,1
4451571,-0.0548,-1.0063,0.1010,0.46,0.48,-0.16,1.0128,0.68,1
4451581,-0.0548,-1.0030,0.0993,0.47,0.46,-0.12,1.0094,0.67,1
4451591,-0.0544,-1.0044,0.0979,0.63,0.50,-0.10,1.0107,0.81,1
4451601,-0.0555,-1.0053,0.0987,0.75,0.47,-0.11,1.0117,0.89,1
