time_ms,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,accel_mag,gyro_mag,label
2334551,0.0272,-1.0129,0.0673,2.37,0.53,-3.84,1.0155,4.55,0
2334561,0.0285,-1.0133,0.0706,3.97,0.70,-4.16,1.0161,5.79,0
2334571,0.0275,-1.0076,0.0712,5.37,0.83,-4.27,1.0104,6.91,0
2334581,0.0298,-1.0035,0.0746,5.97,0.70,-4.46,1.0067,7.48,0
2334591,0.0331,-1.0055,0.0770,5.51,0.68,-4.54,1.0090,7.17,0
2334601,0.0326,-1.0084,0.0754,4.70,0.79,-4.51,1.0118,6.56,0
2334611,0.0353,-1.0088,0.0754,3.80,0.70,-4.49,1.0123,5.92,0
2334621,0.0381,-1.0081,0.0786,2.68,0.43,-4.52,1.0119,5.27,0
2334631,0.0371,-1.0023,0.0852,2.35,0.53,-4.56,1.0066,5.16,0
2334641,0.0328,-0.9995,0.0812,2.85,0.71,-5.41,1.0033,6.15,0
2334651,0.0287,-1.0020,0.0781,6.64,2.26,-5.74,1.0055,9.06,0
2334661,0.0296,-0.9985,0.0787,7.73,2.45,-5.52,1.0021,9.81,0
2334671,0.0335,-0.9999,0.0771,7.16,2.22,-5.15,1.0035,9.10,0
2334681,0.0341,-0.9944,0.0721,5.23,1.71,-4.83,0.9976,7.32,0
2334691,0.0339,-0.9962,0.0553,3.02,0.35,-5.50,0.9983,6.29,0
2334701,0.0273,-0.9999,0.0792,0.18,-1.85,-5.88,1.0034,6.17,0
2334711,0.0313,-0.9967,0.0935,2.00,-1.17,-6.14,1.0016,6.57,0
2334721,0.0348,-1.0052,0.0822,5.22,0.27,-6.24,1.0092,8.14,0
2334731,0.0355,-1.0116,0.0792,4.38,0.39,-5.28,1.0153,6.87,0
2334741,0.0372,-1.0079,0.0750,2.35,0.30,-4.11,1.0113,4.75,0
2334751,0.0306,-1.0021,0.0674,1.77,-0.04,-4.40,1.0049,4.74,0
2334761,0.0310,-1.0004,0.0614,2.42,-0.36,-5.51,1.0027,6.03,0
2334771,0.0374,-1.0152,0.0600,2.44,-1.35,-6.66,1.0176,7.22,0
2334781,0.0438,-1.0247,0.0850,0.77,-2.30,-6.10,1.0291,6.56,0
2334791,0.0516,-1.0232,0.0818,1.30,-1.62,-4.94,1.0277,5.35,0
2334801,0.0536,-1.0181,0.0854,0.59,-1.72,-3.79,1.0231,4.20,0
