time_ms,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,accel_mag,gyro_mag,label
15741,0.0518,-0.8737,-0.4852,1.30,0.68,-0.06,1.0007,1.47,0
15751,0.0531,-0.8745,-0.4847,2.07,0.85,-0.11,1.0012,2.24,0
15761,0.0527,-0.8721,-0.4869,0.16,0.62,-0.09,1.0002,0.65,0
15771,0.0502,-0.8715,-0.4895,-0.37,0.37,0.04,1.0008,0.52,0
15781,0.0489,-0.8715,-0.4886,0.27,0.36,0.13,1.0003,0.47,0
15791,0.0481,-0.8708,-0.4890,0.86,0.48,0.08,0.9999,0.99,0
15801,0.0482,-0.8708,-0.4877,0.95,0.62,0.01,0.9992,1.13,0
15811,0.0487,-0.8685,-0.4873,0.46,0.69,-0.08,0.9971,0.84,0
15821,0.0522,-0.8726,-0.4909,0.45,0.66,-0.17,1.0026,0.81,0
15831,0.0513,-0.8735,-0.4877,1.04,0.62,-0.11,1.0017,1.22,0
15841,0.0524,-0.8733,-0.4862,1.24,0.64,-0.09,1.0010,1.40,0
15851,0.0506,-0.8729,-0.4855,0.98,0.67,-0.05,1.0001,1.19,0
15861,0.0491,-0.8707,-0.4878,0.10,0.58,-0.03,0.9992,0.59,0
15871,0.0493,-0.8704,-0.4895,-0.13,0.48,-0.02,0.9999,0.50,0
15881,0.0505,-0.8708,-0.4889,0.56,0.46,0.04,1.0000,0.73,0
15891,0.0500,-0.8726,-0.4879,1.22,0.60,0.00,1.0010,1.35,0
15901,0.0507,-0.8726,-0.4866,1.15,0.72,-0.12,1.0003,1.36,0
15911,0.0522,-0.8721,-0.4891,0.58,0.70,-0.17,1.0012,0.92,0
15921,0.0522,-0.8708,-0.4893,0.44,0.59,-0.06,1.0003,0.73,0
15931,0.0509,-0.8712,-0.4883,0.69,0.53,0.02,1.0000,0.87,0
15941,0.0499,-0.8719,-0.4869,1.05,0.52,0.00,0.9999,1.17,0
15951,0.0495,-0.8715,-0.4865,1.17,0.57,-0.02,0.9993,1.30,0
15961,0.0490,-0.8725,-0.4861,0.53,0.66,-0.12,1.0000,0.85,0
15971,0.0503,-0.8713,-0.4872,-0.52,0.62,-0.19,0.9995,0.83,0
15981,0.0520,-0.8724,-0.4909,-0.71,0.54,-0.13,1.0023,0.90,0
15991,0.0523,-0.8729,-0.4911,0.10,0.56,-0.10,1.0029,0.58,0
