time_ms,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,accel_mag,gyro_mag,label
2368306,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2368316,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2368326,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2368336,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2368346,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2368356,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2368366,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2368376,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2368386,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2368396,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2368406,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2368416,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2368426,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2368436,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2368446,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2368456,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2368466,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2368476,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2368486,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2368496,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2368506,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2368516,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2368526,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2368536,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2368546,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2368556,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2368566,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2368576,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2368586,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2368596,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2368606,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2368616,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2368626,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2368636,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2368646,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2368656,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2368666,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2368676,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2368686,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2368696,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2368706,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2368716,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2368726,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2368736,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2368746,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2368756,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2368766,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2368776,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2368786,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2368796,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2368806,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2368816,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2368826,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2368836,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2368846,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2368856,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2368866,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2368876,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2368886,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2368896,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2368906,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2368916,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2368926,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2368936,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2368946,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2368956,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2368966,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2368976,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2368986,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2368996,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369006,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369016,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369026,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369036,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369046,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369056,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369066,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369076,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369086,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369096,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369106,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369116,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369126,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369136,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369146,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369156,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369166,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369176,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369186,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369196,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369206,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369216,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369226,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369236,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369246,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369256,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369266,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369276,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369286,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369296,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369306,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369316,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369326,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369336,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369346,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369356,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369366,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369376,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369386,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369396,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369406,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369416,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369426,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369436,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369446,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369456,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369466,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369476,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369486,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369496,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369506,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369516,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369526,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369536,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369546,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369556,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369566,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369576,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369586,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369596,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369606,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369616,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369626,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369636,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369646,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369656,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369666,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369676,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369686,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369696,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369706,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369716,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369726,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369736,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369746,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369756,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369766,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369776,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369786,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369796,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369806,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369816,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369826,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369836,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369846,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369856,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369866,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369876,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369886,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369896,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369906,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369916,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369926,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369936,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369946,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369956,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369966,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369976,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369986,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2369996,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2370006,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2370016,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2370026,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2370036,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2370046,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2370056,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2370066,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2370076,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2370086,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2370096,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2370106,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2370116,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2370126,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2370136,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2370146,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2370156,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2370166,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2370176,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2370186,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2370196,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2370206,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2370216,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2370226,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2370236,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2370246,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2370256,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2370266,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2370276,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2370286,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2370296,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2370306,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2370316,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2370326,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2370336,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2370346,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2370356,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2370366,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2370376,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2370386,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2370396,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2370406,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2370416,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2370426,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2370436,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2370446,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2370456,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2370466,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2370476,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2370486,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2370496,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2370506,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2370516,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2370526,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2370536,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2370546,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2370556,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2370566,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2370576,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2370586,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2370596,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2370606,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
2370616,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,1
