time_ms,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,accel_mag,gyro_mag,label
540421,-0.3389,0.7763,-0.4874,-14.55,5.40,-12.61,0.9773,20.00,0
540431,-0.3351,0.7649,-0.4911,-12.03,3.14,-12.32,0.9688,17.50,0
540441,-0.3260,0.7614,-0.5022,-9.36,0.39,-10.79,0.9686,14.29,0
540451,-0.3336,0.7377,-0.4936,-10.46,-2.75,-7.82,0.9482,13.34,0
540461,-0.3548,0.7434,-0.4702,-7.09,-5.05,-3.14,0.9485,9.25,0
540471,-0.3224,0.7975,-0.4805,-3.12,-5.92,-0.65,0.9853,6.73,0
540481,-0.3632,0.8060,-0.4663,2.29,-6.25,-3.55,0.9995,7.54,0
540491,-0.3746,0.7805,-0.4558,8.12,-6.90,-6.69,0.9784,12.59,0
540501,-0.3618,0.7710,-0.4380,13.23,-7.77,-7.18,0.9577,16.94,0
540511,-0.3761,0.7846,-0.4650,18.84,-7.89,-7.97,0.9865,21.93,0
540521,-0.3783,0.7736,-0.4673,18.62,-9.39,-8.91,0.9798,22.68,0
540531,-0.3725,0.7560,-0.4736,16.67,-10.86,-9.63,0.9667,22.10,0
540541,-0.3701,0.7559,-0.4854,12.27,-13.06,-10.48,0.9716,20.76,0
540551,-0.3815,0.7393,-0.4819,8.93,-17.00,-14.46,0.9614,24.04,0
540561,-0.3906,0.7262,-0.4934,16.05,-26.50,-15.07,0.9610,34.45,0
540571,-0.3743,0.7574,-0.5013,21.85,-32.32,-15.39,0.9824,41.94,0
540581,-0.3564,0.7654,-0.4831,25.99,-36.65,-15.82,0.9728,47.64,0
540591,-0.3736,0.7238,-0.5084,44.23,-38.09,-20.77,0.9602,61.96,0
540601,-0.3689,0.7330,-0.5269,57.15,-41.69,-21.98,0.9752,74.08,0
540611,-0.3512,0.7096,-0.5145,54.42,-47.31,-18.54,0.9442,74.45,0
540621,-0.3606,0.7224,-0.4788,45.61,-50.72,-12.01,0.9387,69.25,0
540631,-0.3748,0.7460,-0.4445,35.03,-52.10,-4.81,0.9458,62.96,0
540641,-0.4134,0.7561,-0.4315,26.15,-50.23,-0.28,0.9638,56.62,0
540651,-0.4400,0.7867,-0.4154,19.56,-46.24,1.94,0.9925,50.25,0
540661,-0.4488,0.8081,-0.4202,15.96,-41.13,0.23,1.0154,44.11,0
540671,-0.4481,0.8321,-0.4361,16.20,-36.75,-5.04,1.0409,40.48,0
540681,-0.4520,0.8291,-0.4523,11.93,-35.53,-11.74,1.0471,39.28,0
540691,-0.4572,0.8007,-0.4703,5.29,-36.79,-17.75,1.0350,41.19,0
540701,-0.4463,0.7786,-0.4788,-1.07,-38.40,-21.16,1.0172,43.85,0
540711,-0.4326,0.7591,-0.4577,-4.80,-38.56,-23.13,0.9864,45.22,0
540721,-0.4275,0.7359,-0.4411,-2.51,-35.70,-24.88,0.9586,43.58,0
540731,-0.4417,0.7182,-0.4695,9.13,-31.47,-27.67,0.9650,42.89,0
540741,-0.4476,0.6803,-0.5078,17.11,-30.00,-28.40,0.9597,44.71,0
540751,-0.4350,0.6766,-0.5012,15.95,-30.59,-21.69,0.9477,40.75,0
540761,-0.4252,0.6767,-0.4927,11.68,-30.41,-17.83,0.9389,37.13,0
540771,-0.4298,0.6882,-0.4955,7.53,-30.93,-14.24,0.9508,34.87,0
540781,-0.3775,0.7208,-0.4747,2.10,-31.08,-11.39,0.9420,33.17,0
540791,-0.4348,0.6667,-0.4509,1.33,-27.00,-9.02,0.9148,28.50,0
540801,-0.5252,0.6301,-0.4556,8.22,-22.56,-0.94,0.9383,24.03,0
540811,-0.4433,0.7099,-0.5060,2.12,-20.19,9.15,0.9780,22.27,0
540821,-0.4409,0.7354,-0.5353,-11.38,-23.58,11.10,1.0108,28.44,0
540831,-0.4678,0.7420,-0.5208,-13.91,-29.74,9.80,1.0201,34.27,0
