time_ms,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,accel_mag,gyro_mag,label
35961,-0.8838,-0.4864,0.0273,4.78,7.10,-2.20,1.0092,8.83,0
35971,-0.8890,-0.5035,0.0159,5.31,6.45,-2.34,1.0218,8.67,0
35981,-0.9027,-0.5044,0.0185,4.97,6.26,-1.58,1.0343,8.15,0
35991,-0.9005,-0.5101,0.0276,3.54,5.39,-0.93,1.0353,6.52,0
36001,-0.8913,-0.5020,0.0352,3.12,3.68,-0.71,1.0236,4.88,0
36011,-0.8864,-0.4896,0.0401,3.55,2.67,-1.92,1.0134,4.84,0
36021,-0.9016,-0.4942,0.0387,1.58,2.93,-3.49,1.0289,4.83,0
36031,-0.8904,-0.4830,0.0380,4.73,2.76,-4.36,1.0136,7.00,0
36041,-0.9004,-0.4801,0.0286,3.45,3.66,-4.38,1.0208,6.67,0
36051,-0.8957,-0.4908,0.0187,2.40,4.18,-4.66,1.0216,6.71,0
36061,-0.9096,-0.4997,0.0078,3.27,3.38,-4.22,1.0378,6.32,0
36071,-0.9151,-0.5096,0.0040,5.77,1.63,-3.49,1.0474,6.93,0
36081,-0.9091,-0.5011,0.0079,7.53,-0.88,-2.70,1.0381,8.04,0
36091,-0.9185,-0.5133,0.0040,7.48,-3.42,-1.98,1.0522,8.46,0
36101,-0.8971,-0.5023,0.0119,8.90,-6.15,-1.33,1.0282,10.90,0
36111,-0.9093,-0.5061,0.0079,7.49,-7.32,-1.90,1.0407,10.65,0
36121,-0.9022,-0.5053,0.0167,7.67,-8.41,-1.45,1.0342,11.47,0
36131,-0.9110,-0.4934,0.0280,8.11,-8.96,-1.62,1.0364,12.19,0
36141,-0.8974,-0.4977,0.0420,7.91,-6.56,-1.80,1.0271,10.43,0
36151,-0.9017,-0.4885,0.0407,5.36,-2.75,-2.14,1.0263,6.39,0
36161,-0.8958,-0.4990,0.0487,2.50,-0.10,-1.60,1.0265,2.97,0
36171,-0.8924,-0.4980,0.0489,2.18,0.93,-1.23,1.0231,2.67,0
36181,-0.8986,-0.5126,0.0523,4.15,1.35,-1.17,1.0358,4.52,0
36191,-0.8865,-0.5056,0.0541,5.06,0.67,-0.52,1.0219,5.13,0
36201,-0.8995,-0.5017,0.0486,3.84,0.04,-0.10,1.0311,3.84,0
36211,-0.8831,-0.4942,0.0377,2.83,-0.41,0.63,1.0127,2.92,0
36221,-0.8718,-0.4947,0.0426,3.33,-1.44,0.22,1.0033,3.63,0
36231,-0.8816,-0.4804,0.0445,3.50,-3.47,-0.16,1.0050,4.93,0
36241,-0.8891,-0.4962,0.0503,4.10,-2.61,0.04,1.0195,4.85,0
36251,-0.8840,-0.4759,0.0556,4.59,-2.59,0.56,1.0055,5.30,0
36261,-0.8926,-0.4887,0.0455,2.07,-2.31,1.07,1.0186,3.28,0
36271,-0.8743,-0.4746,0.0482,2.16,-1.48,0.62,0.9959,2.69,0
36281,-0.8882,-0.4731,0.0501,2.66,-0.22,-0.99,1.0076,2.85,0
36291,-0.8701,-0.4714,0.0650,4.69,-0.32,-1.52,0.9917,4.94,0
36301,-0.8755,-0.4750,0.0634,6.83,-1.11,-2.63,0.9981,7.40,0
36311,-0.8642,-0.4844,0.0621,8.40,-2.56,-2.98,0.9926,9.27,0
36321,-0.8710,-0.4829,0.0574,7.18,-3.31,-3.72,0.9975,8.74,0
36331,-0.8905,-0.5098,0.0455,4.69,-2.89,-4.19,1.0271,6.92,0
36341,-0.8957,-0.5041,0.0529,4.40,-3.09,-3.86,1.0292,6.62,0
36351,-0.9097,-0.5242,0.0474,0.96,-2.74,-2.99,1.0510,4.17,0
36361,-0.9027,-0.5202,0.0481,-0.93,-3.23,-1.31,1.0430,3.61,0
36371,-0.9109,-0.5159,0.0527,-1.54,-3.82,-0.08,1.0482,4.12,0
36381,-0.8861,-0.5042,0.0748,-1.98,-3.73,0.69,1.0223,4.28,0
36391,-0.9005,-0.5014,0.0868,-2.21,-1.65,0.34,1.0343,2.77,0
36401,-0.8883,-0.5084,0.0940,-1.59,0.55,1.40,1.0278,2.19,0
36411,-0.8919,-0.5145,0.0812,-0.32,1.44,1.58,1.0328,2.16,0
36421,-0.8909,-0.5056,0.0715,6.57,-0.87,1.57,1.0269,6.81,0
36431,-0.9013,-0.5182,0.0660,7.87,-2.24,1.66,1.0417,8.35,0
36441,-0.8870,-0.5116,0.0712,6.91,-2.07,2.31,1.0264,7.58,0
36451,-0.9019,-0.5175,0.0640,1.06,0.67,2.72,1.0418,2.99,0
36461,-0.8922,-0.5211,0.0656,-3.96,3.54,3.87,1.0354,6.57,0
36471,-0.9005,-0.5036,0.0715,-6.74,4.77,4.52,1.0342,9.41,0
36481,-0.8779,-0.5097,0.0734,-7.95,4.91,4.95,1.0178,10.57,0
36491,-0.8799,-0.4836,0.0780,-5.74,3.54,4.71,1.0071,8.23,0
36501,-0.8677,-0.4860,0.0812,-4.29,2.69,3.67,0.9978,6.25,0
36511,-0.8626,-0.4707,0.0772,-1.38,2.37,1.93,0.9857,3.36,0
36521,-0.8645,-0.4742,0.0741,1.61,2.00,0.53,0.9888,2.62,0
36531,-0.8566,-0.4742,0.0702,5.26,-0.11,-0.28,0.9816,5.27,0
36541,-0.8749,-0.4820,0.0643,7.74,-1.97,-1.49,1.0009,8.12,0
36551,-0.8756,-0.4863,0.0613,7.57,-3.05,-1.80,1.0035,8.36,0
36561,-0.8910,-0.4923,0.0521,4.96,-2.58,-2.63,1.0193,6.18,0
36571,-0.8946,-0.4998,0.0598,4.13,-1.74,-2.70,1.0265,5.23,0
36581,-0.8994,-0.4828,0.0842,4.40,-0.43,-2.86,1.0242,5.27,0
36591,-0.8958,-0.4941,0.0888,1.01,3.03,-1.59,1.0269,3.57,0
36601,-0.8863,-0.4855,0.0689,-3.28,5.15,-0.52,1.0129,6.12,0
36611,-0.8801,-0.4800,0.0604,-6.00,6.68,-0.13,1.0043,8.98,0
36621,-0.8885,-0.4881,0.0559,-1.22,5.34,-0.79,1.0152,5.53,0
36631,-0.8806,-0.4935,0.0593,0.46,3.68,-1.64,1.0112,4.05,0
36641,-0.9042,-0.5134,0.0576,2.37,1.06,-2.15,1.0414,3.37,0
36651,-0.8997,-0.5178,0.0617,6.02,-2.46,-1.77,1.0400,6.74,0
36661,-0.9052,-0.5059,0.0651,6.90,-4.72,-2.01,1.0390,8.60,0
36671,-0.9041,-0.5189,0.0603,3.98,-4.73,-2.14,1.0442,6.55,0
36681,-0.9076,-0.5100,0.0579,2.10,-4.77,-2.11,1.0427,5.62,0
36691,-0.9050,-0.5147,0.0543,0.65,-4.87,-1.85,1.0425,5.24,0
36701,-0.8936,-0.4997,0.0635,0.88,-5.79,-1.64,1.0258,6.08,0
36711,-0.8945,-0.5067,0.0682,0.71,-5.26,-2.22,1.0303,5.75,0
36721,-0.8877,-0.5077,0.0714,-0.16,-4.18,-1.86,1.0251,4.58,0
36731,-0.9033,-0.5102,0.0671,-0.60,-2.63,-1.16,1.0396,2.93,0
36741,-0.8962,-0.5164,0.0724,0.42,-1.38,0.12,1.0369,1.45,0
36751,-0.8987,-0.4978,0.0767,0.59,-0.53,1.20,1.0302,1.44,0
36761,-0.8969,-0.5133,0.0642,-1.75,0.59,1.83,1.0354,2.60,0
36771,-0.8999,-0.4953,0.0571,-2.15,0.22,2.39,1.0287,3.22,0
36781,-0.8919,-0.5053,0.0454,-3.42,0.21,2.72,1.0261,4.38,0
36791,-0.8916,-0.4930,0.0454,-3.89,-0.04,2.99,1.0199,4.91,0
36801,-0.8910,-0.4953,0.0448,-4.98,-0.45,3.24,1.0204,5.96,0
36811,-0.9066,-0.4955,0.0587,-3.61,-3.67,4.82,1.0349,7.05,0
36821,-0.8943,-0.5023,0.0692,-3.97,-4.81,5.23,1.0280,8.14,0
36831,-0.9093,-0.5024,0.0758,-4.29,-5.39,5.89,1.0416,9.06,0
36841,-0.9005,-0.5156,0.0720,-3.79,-5.59,6.70,1.0402,9.52,0
36851,-0.9040,-0.5090,0.0693,-3.68,-4.89,7.56,1.0398,9.73,0
36861,-0.9091,-0.5258,0.0718,-5.04,-2.64,8.77,1.0527,10.45,0
36871,-0.9152,-0.5174,0.0649,-7.41,-0.44,9.25,1.0533,11.86,0
36881,-0.9197,-0.5056,0.0733,-9.58,1.02,9.06,1.0521,13.22,0
36891,-0.9057,-0.5058,0.0719,-12.55,1.41,8.93,1.0399,15.46,0
36901,-0.9113,-0.5050,0.0720,-12.71,1.67,8.66,1.0443,15.47,0
36911,-0.8884,-0.4954,0.0838,-10.46,2.21,9.12,1.0206,14.05,0
36921,-0.8985,-0.4875,0.0851,-9.60,3.09,8.82,1.0258,13.40,0
36931,-0.8968,-0.4959,0.0856,-6.48,2.87,9.05,1.0284,11.49,0
36941,-0.9173,-0.4870,0.0745,-4.32,1.26,9.22,1.0413,10.26,0
36951,-0.9377,-0.5083,0.0598,-5.98,-0.03,10.05,1.0683,11.70,0
36961,-0.9180,-0.4954,0.0607,-5.65,-0.34,11.09,1.0449,12.45,0
